Name,Web,Regional_ranking,World_ranking,Impact_score,Openness_score,Excellence_core,Year
Manukau Institute of Technology,www.manukau.ac.nz,55,4420,5427,6249,4695,2019
Ara Institute of Canterbury (formerly Christchurch Polytechnic Institute of Technology),www.ara.ac.nz,56,4538,7640,5276,4607,2019
Université de la Polynésie Française,www.upf.pf,57,4640,7866,4133,4901,2019
Waikato Institute of Technology,www.wintec.ac.nz,58,4674,4940,6978,5040,2019
(3) Melbourne Business School,mbs.edu,59,5156,5190,1756,6115,2019
University of Papua New Guinea,www.upng.ac.pg,60,5205,10323,8602,3541,2019
Open Colleges,www.opencolleges.edu.au,61,5215,1126,8602,6115,2019
Eastern Institute of Technology Hawke’s Bay and Tairāwhiti,www.eit.ac.nz,62,5265,13579,3609,4474,2019
TAFE NSW Degrees,www.tafensw.edu.au,63,5298,1562,8602,6115,2019
Torrens University Australia,www.torrens.edu.au,64,5571,4903,8602,5198,2019
Avondale College,www.avondale.edu.au,65,5857,5235,5599,6115,2019
Universal College of Learning,www.ucol.ac.nz,66,5868,6832,8602,5040,2019
Nelson Marlborough Institute of Technology,www.nmit.ac.nz,67,5879,5805,4942,6115,2019
Australian College of Applied Psychology,www.acap.edu.au,68,6870,7485,5218,6115,2019
Whitireia Polytechnic,www.whitireia.ac.nz,69,6978,6132,7124,6115,2019
Melbourne Institute of Technology,www.mit.edu.au,70,7059,7886,5176,6115,2019
American Samoa Community College,www.amsamoa.edu,71,7213,6790,8602,5648,2019
Open Polytechnic of New Zealand,www.openpolytechnic.ac.nz,72,7291,7399,6479,6115,2019
Australian Institute of Business,www.aib.edu.au,73,7436,7129,6613,6115,2019
Adelaide Institute of TAFE,www.tafesa.edu.au,74,7681,4937,8602,6115,2019
TAFE Queensland,tafeqld.edu.au,75,7693,4953,8602,6115,2019
Endeavour College of Natural Health,www.endeavour.edu.au,76,7693,7689,6550,6115,2019
Canberra Institute of Technology,cit.edu.au,77,7931,5005,8602,6115,2019
William Angliss Institute,www.angliss.edu.au,78,7945,7139,7461,6115,2019
College of Micronesia FSM,www.comfsm.fm,79,7962,6652,8602,6115,2019
Blue Mountains (Australian) International Hotel Management School,www.bluemountains.edu.au,80,8019,9129,8602,5362,2019
Southern Institute of Technology,www.sit.ac.nz,81,8376,6082,8602,6115,2019
Kangan Batman Institute,www.kangan.edu.au,82,8384,5691,8602,6115,2019
Chisholm Institute,www.chisholm.edu.au,83,8586,5462,8602,6115,2019
Australian Film Television and Radio School,www.aftrs.edu.au,84,8642,5677,8602,6115,2019
Toi Ohomai Institute of Technology,toiohomai.ac.nz,85,8689,10098,5753,6115,2019
Box Hill Institute,www.boxhill.edu.au,86,8797,6033,8602,6115,2019
Alphacrucis College (Harvest Bible College),study.ac.edu.au,87,8979,9316,6937,6115,2019
Wellington Institute of Technology,www.weltec.ac.nz,88,9123,6985,8602,6115,2019
National Institute of Dramatic Art,www.nida.edu.au,89,9253,6848,8602,6115,2019
South Metropolitan TAFE (Polytechnic West),www.southmetrotafe.wa.edu.au,90,9454,7022,8602,6115,2019
Ridley College,www.ridley.edu.au,91,9468,6810,8602,6115,2019
The Tax Institute,www.taxinstitute.com.au,92,9781,8073,8602,6115,2019
SAE Institute Qantm College,sae.edu.au,93,9912,7906,8602,6115,2019
Auckland Institute of Studies,www.ais.ac.nz,94,9962,7695,8602,6115,2019
Melbourne Polytechnic,www.melbournepolytechnic.edu.au,95,9998,7962,8602,6115,2019
(4) ACS Distance Education,www.acs.edu.au,96,10048,7659,8602,6115,2019
Australia College of Nursing,www.acn.edu.au,97,10266,7856,8602,6115,2019
NorthTec (Northland Polytechnic),www.northtec.ac.nz,98,10366,8080,8602,6115,2019
JMC Academy,www.jmcacademy.edu.au,99,10513,8333,8602,6115,2019
Eastern College Australia,www.eastern.edu.au,100,10618,8162,8602,6115,2019
University of Melbourne,www.unimelb.edu.au,1,47,91,58,24,2020
University of New South Wales,www.unsw.edu.au,2,53,81,67,46,2020
University of Queensland,www.uq.edu.au,3,54,97,46,35,2020
University of Sydney,sydney.edu.au,4,63,128,55,22,2020
Monash University,www.monash.edu,5,73,157,43,44,2020
Australian National University,www.anu.edu.au,6,75,77,70,140,2020
University of Adelaide,www.adelaide.edu.au,7,104,142,93,123,2020
University of Western Australia,www.uwa.edu.au,8,133,206,91,120,2020
University of Auckland,www.auckland.ac.nz,9,157,195,133,172,2020
Curtin University of Technology,www.curtin.edu.au,10,219,296,188,207,2020
Macquarie University,www.mq.edu.au,11,232,250,176,280,2020
University of Technology Sydney,www.uts.edu.au,12,240,294,211,246,2020
Deakin University,www.deakin.edu.au,13,252,340,231,235,2020
Griffith University,www.griffith.edu.au,14,253,360,191,243,2020
RMIT University,www.rmit.edu.au,15,260,241,272,318,2020
University of Wollongong,www.uow.edu.au,16,261,326,234,275,2020
University of Otago,www.otago.ac.nz,17,319,406,220,333,2020
University of Newcastle,www.newcastle.edu.au,18,324,452,232,316,2020
University of Tasmania,www.utas.edu.au,19,356,490,222,383,2020
La Trobe University,www.latrobe.edu.au,20,370,442,268,427,2020
University of South Australia,www.unisa.edu.au,21,372,481,316,386,2020
Flinders University,www.flinders.edu.au,22,401,485,326,475,2020
Western Sydney University,www.westernsydney.edu.au,23,425,611,399,426,2020
University of Canterbury,www.canterbury.ac.nz,24,429,421,472,573,2020
Massey University,www.massey.ac.nz,25,494,501,405,647,2020
Murdoch University,www.murdoch.edu.au,26,590,663,473,739,2020
University of Waikato,www.waikato.ac.nz,27,600,445,574,987,2020
Charles Sturt University,www.csu.edu.au,28,651,594,639,930,2020
Victoria University,www.vu.edu.au,29,663,751,715,782,2020
University of New England Australia,www.une.edu.au,30,669,642,585,918,2020
Australian Catholic University,www.acu.edu.au,31,734,1190,630,717,2020
University of Canberra,www.canberra.edu.au,32,745,815,683,949,2020
Queensland University of Technology,www.qut.edu.au,33,759,4870,178,245,2020
University of Southern Queensland,www.usq.edu.au,34,764,864,777,976,2020
Southern Cross University,www.scu.edu.au,35,832,908,759,1122,2020
Central Queensland University CQUniversity,www.cqu.edu.au,36,911,1204,761,1115,2020
University of the Sunshine Coast,www.usc.edu.au,37,981,1699,748,1083,2020
Charles Darwin University,www.cdu.edu.au,38,1023,1278,1154,1308,2020
Swinburne University of Technology,www.swinburne.edu.au,39,1048,830,5819,467,2020
Edith Cowan University,www.ecu.edu.au,40,1066,3585,764,796,2020
Bond University,bond.edu.au,41,1100,1162,1389,1451,2020
Victoria University of Wellington,www.wgtn.ac.nz,42,1128,612,5819,683,2020
Federation University Australia,federation.edu.au,43,1140,1783,1007,1283,2020
James Cook University,www.jcu.edu.au,44,1148,7502,301,448,2020
Lincoln University Canterbury,www.lincoln.ac.nz,45,1291,1970,1156,1558,2020
Auckland University of Technology,www.aut.ac.nz,46,1339,903,5819,875,2020
University of the South Pacific,www.usp.ac.fj,47,1802,2992,1926,2319,2020
Menzies School of Health Research,www.menzies.edu.au,48,2409,7571,2100,1650,2020
Unitec New Zealand,www.unitec.ac.nz,49,2545,2773,3258,3383,2020
University of Guam / Unibetsedat Guahan,www.uog.edu,50,3467,3368,5593,3660,2020
Otago Polytechnic,www.op.ac.nz,51,3675,3139,4275,4871,2020
Australian Maritime College,www.amc.edu.au,52,3856,5796,5819,2818,2020
Fiji National University,www.fnu.ac.fj,53,4155,10480,3037,4158,2020
Université de la Polynésie Française,www.upf.pf,54,4673,7638,4944,4871,2020
Waikato Institute of Technology,www.wintec.ac.nz,55,4758,4771,5738,5096,2020
Manukau Institute of Technology,www.manukau.ac.nz,56,4989,5175,5819,5096,2020
University of Papua New Guinea,www.upng.ac.pg,57,5047,10366,5819,3852,2020
Open Colleges,www.opencolleges.edu.au,58,5111,975,5819,6626,2020
Torrens University Australia,www.torrens.edu.au,59,5168,4640,5819,5379,2020
TAFE NSW Degrees,www.tafensw.edu.au,60,5417,1706,5819,6626,2020
(3) Melbourne Business School,mbs.edu,61,5478,4877,2673,6626,2020
Ara Institute of Canterbury (formerly Christchurch Polytechnic Institute of Technology),www.ara.ac.nz,62,5491,6768,5819,5280,2020
Eastern Institute of Technology Hawke’s Bay and Tairāwhiti,www.eit.ac.nz,63,5670,14045,4087,4942,2020
Papua New Guinea University of Technology,www.unitech.ac.pg,64,5732,10709,5819,4676,2020
Universal College of Learning,www.ucol.ac.nz,65,6265,6731,5819,5681,2020
Open Polytechnic of New Zealand,www.openpolytechnic.ac.nz,66,6455,6736,5819,5902,2020
University of Notre Dame Australia,www.notredame.edu.au,67,6658,3369,5819,6626,2020
TAFE Queensland,tafeqld.edu.au,68,7169,4299,5819,6626,2020
American Samoa Community College,www.amsamoa.edu,69,7296,4583,5819,6626,2020
Blue Mountains (Australian) International Hotel Management School,www.bluemountains.edu.au,70,7495,9405,5819,5681,2020
Adelaide Institute of TAFE,www.tafesa.edu.au,71,7501,4739,5819,6626,2020
Nelson Marlborough Institute of Technology,www.nmit.ac.nz,72,7892,5315,5819,6626,2020
College of Micronesia FSM,www.comfsm.fm,73,7976,6386,5819,6626,2020
Southern Institute of Technology,www.sit.ac.nz,74,8070,5195,5819,6626,2020
Auckland Institute of Studies,www.ais.ac.nz,75,8198,7628,5819,6147,2020
Canberra Institute of Technology,cit.edu.au,76,8269,5420,5819,6626,2020
Australian Film Television and Radio School,www.aftrs.edu.au,77,8318,5351,5819,6626,2020
Kangan Batman Institute,www.kangan.edu.au,78,8342,5694,5819,6626,2020
Avondale College,www.avondale.edu.au,79,8492,6083,5819,6626,2020
Holmesglen Institute,holmesglen.edu.au,80,8596,5893,5819,6626,2020
Whitireia Polytechnic,www.whitireia.ac.nz,81,8782,6278,5819,6626,2020
The Tax Institute,www.taxinstitute.com.au,82,8848,7117,5819,6626,2020
Box Hill Institute,www.boxhill.edu.au,83,8896,5953,5819,6626,2020
National Institute of Dramatic Art,www.nida.edu.au,84,8939,6561,5819,6626,2020
Eastern College Australia,www.eastern.edu.au,85,9075,6417,5819,6626,2020
Chisholm Institute,www.chisholm.edu.au,86,9195,6375,5819,6626,2020
SAE Institute Qantm College,sae.edu.au,87,9207,6868,5819,6626,2020
Wellington Institute of Technology,www.weltec.ac.nz,88,9240,7020,5819,6626,2020
William Angliss Institute,www.angliss.edu.au,89,9261,6620,5819,6626,2020
Australia College of Nursing,www.acn.edu.au,90,9549,7108,5819,6626,2020
Australian Institute of Business,www.aib.edu.au,91,9610,7154,5819,6626,2020
Australian College of Applied Psychology,www.acap.edu.au,92,9645,7382,5819,6626,2020
International College of Management Sydney,www.icms.edu.au,93,9665,7355,5819,6626,2020
(4) ACS Distance Education,www.acs.edu.au,94,9896,7507,5819,6626,2020
Melbourne Polytechnic,www.melbournepolytechnic.edu.au,95,9940,7745,5819,6626,2020
Melbourne Institute of Technology,www.mit.edu.au,96,10003,7747,5819,6626,2020
JMC Academy,www.jmcacademy.edu.au,97,10017,7934,5819,6626,2020
Endeavour College of Natural Health,www.endeavour.edu.au,98,10065,7637,5819,6626,2020
INSEARCH,www.insearch.edu.au,99,10338,7863,5819,6626,2020
Governance Institute of Australia,www.governanceinstitute.com.au,100,10417,8503,5819,6626,2020
